"id","item_sub_type","grade","level","cost","exp","required_block","base_stat_growth_min","base_stat_growth_max","extra_stat_growth_min","extra_stat_growth_max","extra_skill_damage_growth_min","extra_skill_damage_growth_max","extra_skill_chance_growth_min","extra_skill_chance_growth_max"
"1064","Necklace","7","9","80","3840000000","24300","500","800","300","600","0","0","0","0"
"1065","Necklace","7","10","120","4800000000","27000","500","800","300","600","0","0","0","0"
"1066","Necklace","7","11","120","6000000000","29700","500","800","300","600","0","0","0","0"
"1067","Necklace","7","12","160","7200000000","32400","1500","2000","1300","1800","900","900","800","800"
"1068","Necklace","7","13","160","8800000000","35100","500","800","300","600","0","0","0","0"
"1069","Necklace","7","14","200","10400000000","37800","500","800","300","600","0","0","0","0"
"1070","Necklace","7","15","200","12000000000","40500","500","800","300","600","0","0","0","0"
"1071","Necklace","7","16","250","14400000000","43200","1500","2000","1300","1800","900","900","800","800"
"1072","Necklace","7","17","250","17600000000","45900","500","800","300","600","0","0","0","0"
"1073","Necklace","7","18","300","20800000000","48600","500","800","300","600","0","0","0","0"
"1074","Necklace","7","19","300","24000000000","51300","500","800","300","600","0","0","0","0"
"1075","Necklace","7","20","400","27200000000","54000","1500","2000","1300","1800","900","900","800","800"
"1076","Necklace","7","21","800","30400000000","56700","500","800","300","600","0","0","0","0"
"1077","Necklace","7","22","1200","33600000000","59400","500","800","300","600","0","0","0","0"
"1078","Necklace","7","23","1600","36800000000","62100","500","800","300","600","0","0","0","0"
"1079","Necklace","7","24","2000","40000000000","64800","1500","2000","1300","1800","900","900","800","800"
"1080","Necklace","7","25","2500","43200000000","67500","500","800","300","600","0","0","0","0"
"1081","Necklace","7","26","3000","46400000000","70200","300","500","240","400","0","0","0","0"
"1082","Necklace","7","27","3500","49600000000","72900","300","500","240","400","0","0","0","0"
"1083","Necklace","7","28","4000","52800000000","75600","780","1300","720","1200","900","900","800","800"
"1084","Necklace","7","29","4500","56000000000","78300","240","400","180","300","0","0","0","0"
"1085","Necklace","7","30","5000","59200000000","81000","240","400","180","300","0","0","0","0"
"1086","Necklace","7","31","6000","67200000000","83700","240","400","180","300","0","0","0","0"
"1087","Necklace","7","32","7000","75200000000","86400","480","800","480","800","900","900","800","800"
"1088","Necklace","7","33","8000","88000000000","89100","180","300","120","200","0","0","0","0"
"1089","Necklace","7","34","9000","104000000000","91800","180","300","120","200","0","0","0","0"
"1090","Necklace","7","35","10000","120000000000","94500","180","300","120","200","0","0","0","0"
"1091","Necklace","7","36","15000","136000000000","97200","360","600","300","500","900","900","800","800"
"1092","Necklace","7","37","20000","160000000000","99900","120","200","90","150","0","0","0","0"
"1093","Necklace","7","38","25000","200000000000","102600","120","200","90","150","0","0","0","0"
"1094","Necklace","7","39","30000","240000000000","105300","120","200","90","150","0","0","0","0"
"1095","Necklace","7","40","40000","320000000000","108000","240","400","180","300","900","900","800","800"
"1096","Ring","7","1","0","160000000","2700","500","800","300","600","0","0","0","0"
"1097","Ring","7","2","0","320000000","5400","500","800","300","600","0","0","0","0"
"1098","Ring","7","3","0","560000000","8100","500","800","300","600","0","0","0","0"
"1099","Ring","7","4","40","800000000","10800","1500","2000","1300","1800","900","900","800","800"
"1100","Ring","7","5","40","1200000000","13500","500","800","300","600","0","0","0","0"
"1101","Ring","7","6","40","1680000000","16200","500","800","300","600","0","0","0","0"
"1102","Ring","7","7","40","2240000000","18900","500","800","300","600","0","0","0","0"
"1103","Ring","7","8","80","2880000000","21600","1500","2000","1300","1800","900","900","800","800"
"1104","Ring","7","9","80","3840000000","24300","500","800","300","600","0","0","0","0"
"1105","Ring","7","10","120","4800000000","27000","500","800","300","600","0","0","0","0"
"1106","Ring","7","11","120","6000000000","29700","500","800","300","600","0","0","0","0"
"1107","Ring","7","12","160","7200000000","32400","1500","2000","1300","1800","900","900","800","800"
"1108","Ring","7","13","160","8800000000","35100","500","800","300","600","0","0","0","0"
"1109","Ring","7","14","200","10400000000","37800","500","800","300","600","0","0","0","0"
"1110","Ring","7","15","200","12000000000","40500","500","800","300","600","0","0","0","0"
"1111","Ring","7","16","250","14400000000","43200","1500","2000","1300","1800","900","900","800","800"
"1112","Ring","7","17","250","17600000000","45900","500","800","300","600","0","0","0","0"
"1113","Ring","7","18","300","20800000000","48600","500","800","300","600","0","0","0","0"
"1114","Ring","7","19","300","24000000000","51300","500","800","300","600","0","0","0","0"
"1115","Ring","7","20","400","27200000000","54000","1500","2000","1300","1800","900","900","800","800"
"1116","Ring","7","21","800","30400000000","56700","500","800","300","600","0","0","0","0"
"1117","Ring","7","22","1200","33600000000","59400","500","800","300","600","0","0","0","0"
"1118","Ring","7","23","1600","36800000000","62100","500","800","300","600","0","0","0","0"
"1119","Ring","7","24","2000","40000000000","64800","1500","2000","1300","1800","900","900","800","800"
"1120","Ring","7","25","2500","43200000000","67500","500","800","300","600","0","0","0","0"
"1121","Ring","7","26","3000","46400000000","70200","300","500","240","400","0","0","0","0"
"1122","Ring","7","27","3500","49600000000","72900","300","500","240","400","0","0","0","0"
"1123","Ring","7","28","4000","52800000000","75600","780","1300","720","1200","900","900","800","800"
"1124","Ring","7","29","4500","56000000000","78300","240","400","180","300","0","0","0","0"
"1125","Ring","7","30","5000","59200000000","81000","240","400","180","300","0","0","0","0"
"1126","Ring","7","31","6000","67200000000","83700","240","400","180","300","0","0","0","0"
"1127","Ring","7","32","7000","75200000000","86400","480","800","480","800","900","900","800","800"
"1128","Ring","7","33","8000","88000000000","89100","180","300","120","200","0","0","0","0"
"1129","Ring","7","34","9000","104000000000","91800","180","300","120","200","0","0","0","0"
"1130","Ring","7","35","10000","120000000000","94500","180","300","120","200","0","0","0","0"
"1131","Ring","7","36","15000","136000000000","97200","360","600","300","500","900","900","800","800"
"1132","Ring","7","37","20000","160000000000","99900","120","200","90","150","0","0","0","0"
"1133","Ring","7","38","25000","200000000000","102600","120","200","90","150","0","0","0","0"
"1134","Ring","7","39","30000","240000000000","105300","120","200","90","150","0","0","0","0"
"1135","Ring","7","40","40000","320000000000","108000","240","400","180","300","900","900","800","800"
"1136","Aura","7","1","0","650000","1","700","800","700","800","0","0","0","0"
"1137","Aura","7","2","0","1300000","1","800","900","800","900","0","0","0","0"
"1138","Aura","7","3","0","2600000","1","900","1000","900","1000","3600","3700","800","900"
"1139","Aura","7","4","0","5200000","1","1000","1100","1000","1100","0","0","0","0"
"1140","Aura","7","5","0","7800000","1","1500","1600","1500","1600","0","0","0","0"
"1141","Aura","7","6","0","10400000","1","2000","2100","2000","2100","5000","5100","800","900"
"1142","Aura","7","7","0","14300000","1","1800","1900","1800","1900","2000","2100","200","200"
"1143","Aura","7","8","0","20800000","1","1600","1700","1600","1700","2000","2100","200","200"
"1144","Aura","7","9","0","35100000","1","1400","1500","1400","1500","5000","5100","800","900"
"1145","Aura","7","10","0","55900000","1","1200","1300","1200","1300","1500","1600","200","200"
"1146","Aura","7","11","0","78000000","1","1000","1100","1000","1100","1500","1600","200","200"
"1147","Aura","7","12","0","117000000","1","1000","1100","1000","1100","1500","1600","200","200"
"1148","Aura","7","13","0","156000000","1","1000","1100","1000","1100","1500","1600","200","200"
"1149","Aura","7","14","0","195000000","1","1000","1100","1000","1100","1500","1600","200","200"
"1150","Aura","7","15","0","234000000","1","1000","1100","1000","1100","1500","1600","200","200"
"1151","Aura","7","16","0","273000000","1","1000","1100","1000","1100","1500","1600","200","200"
"1152","Aura","7","17","0","312000000","1","1000","1100","1000","1100","1500","1600","200","200"
"1153","Aura","7","18","0","351000000","1","1000","1100","1000","1100","1500","1600","200","200"
"1154","Aura","7","19","0","390000000","1","1000","1100","1000","1100","1500","1600","200","200"
"1155","Aura","7","20","0","429000000","1","1000","1100","1000","1100","1500","1600","200","200"
"1156","Aura","7","21","0","468000000","1","1000","1100","1000","1100","1500","1600","200","200"
"1157","Grimoire","7","1","0","650000","1","2500","2600","2500","2600","5000","5100","0","0"
"1158","Grimoire","7","2","0","1300000","1","2500","2600","2500","2600","1000","1100","0","0"
"1159","Grimoire","7","3","0","2600000","1","2500","2600","2500","2600","1000","1100","800","900"
"1160","Grimoire","7","4","0","5200000","1","1900","2000","1900","2000","2000","2100","0","0"
"1161","Grimoire","7","5","0","7800000","1","1900","2000","1900","2000","2000","2100","0","0"
"1162","Grimoire","7","6","0","10400000","1","1900","2000","1900","2000","3000","3100","800","900"
"1163","Grimoire","7","7","0","14300000","1","1200","1300","1200","1300","2000","2000","200","200"
"1164","Grimoire","7","8","0","20800000","1","1200","1300","1200","1300","2000","2000","200","200"
"1165","Grimoire","7","9","0","35100000","1","1200","1300","1200","1300","5000","5100","800","900"
"1166","Grimoire","7","10","0","55900000","1","1200","1300","1200","1300","1500","1600","200","200"
"1167","Grimoire","7","11","0","78000000","1","1200","1300","1200","1300","1500","1600","200","200"
"1168","Grimoire","7","12","0","117000000","1","1200","1300","1200","1300","1500","1600","200","200"
"1169","Grimoire","7","13","0","156000000","1","1200","1300","1200","1300","1500","1600","200","200"
"1170","Grimoire","7","14","0","195000000","1","1200","1300","1200","1300","1500","1600","200","200"
"1171","Grimoire","7","15","0","234000000","1","1200","1300","1200","1300","1500","1600","200","200"
"1172","Grimoire","7","16","0","273000000","1","1200","1300","1200","1300","1500","1600","200","200"
"1173","Grimoire","7","17","0","312000000","1","1200","1300","1200","1300","1500","1600","200","200"
"1174","Grimoire","7","18","0","351000000","1","1200","1300","1200","1300","1500","1600","200","200"
"1175","Grimoire","7","19","0","390000000","1","1200","1300","1200","1300","1500","1600","200","200"
"1176","Grimoire","7","20","0","429000000","1","1200","1300","1200","1300","1500","1600","200","200"
"1177","Grimoire","7","21","0","468000000","1","1200","1300","1200","1300","1500","1600","200","200"
"600301","EquipmentMaterial","1","0","0","2000","0","0","0","0","0","0","0","0","0"
"600302","EquipmentMaterial","2","0","0","40000","0","0","0","0","0","0","0","0","0"
"600303","EquipmentMaterial","3","0","0","200000","0","0","0","0","0","0","0","0","0"
"600304","EquipmentMaterial","4","0","0","800000","0","0","0","0","0","0","0","0","0"
"600305","EquipmentMaterial","5","0","0","2000000","0","0","0","0","0","0","0","0","0"
"600306","EquipmentMaterial","6","0","0","5000000","0","0","0","0","0","0","0","0","0"
